stationcode,sampledate,evaluator,channeltype,bottom,bottomcomments,rightsideofstructure,rightsidecomments,leftsideofstructure,leftsidecomments,masterid,smc_lu,latitude,longitude,huc,class_do,class_do_f
902RCWGRx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902RCWGRx,Open,33.40725,-117.19969,902,Natural,0
SMC00565,2022-06-08T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,902S00565,Open,33.41031,-117.23903,902,Natural,0
SMC01097,2020-05-29T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,902S01097,Agricultural,33.48724,-117.25537,902,Natural,0
902SCDLRx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SCDLRx,Agricultural,33.49219,-117.24642,902,Natural,0
902SCSCRx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SCSCRx,Agricultural,33.42425,-117.24811,902,Natural,0
902SMADO2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SMADO2,Open,33.5131,-117.26808,902,Natural,0
902SMAS1x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SMAS1x,Open,33.45695,-116.97047,902,Natural,0
902SMROB8,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SMROB8,Open,33.38713,-117.32372,902,Natural,0
902SMRWGR,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SMRWGR,Open,33.42931,-117.19637,902,Natural,0
902SMSND3,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SMSND3,Agricultural,33.41521,-117.24661,902,Natural,0
902SMSTN1,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SMSTN1,Open,33.43063,-117.18909,902,Natural,0
902SSMR05,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,902SSMR05,Agricultural,33.41434,-117.24151,902,Natural,0
902WE0888,2020-06-03T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,902WE0888,Agricultural,33.45407,-117.30182,902,Natural,0
903ACPCT1,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903ACPCT1,Open,33.29595,-116.63863,903,Natural,0
903CVPCT,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903CVPCT,Open,33.26801,-116.6394,903,Natural,0
903FCPSPx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903FCPSPx,Open,33.3517,-116.91389,903,Natural,0
903FRC,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903FRC,Open,33.35652,-116.91283,903,Natural,0
903GIR2xx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903GIR2xx,Urban,33.33521,-117.18882,903,Natural,0
903M20124,2015-06-24T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,903M20124,Agricultural,33.29947,-117.08415,903,Natural,0
903M20153,2015-06-24T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,903M20153,Agricultural,33.31876,-117.10161,903,Natural,0
903M20165,2016-06-07T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,903M20165,Agricultural,33.2747,-117.18089,903,Natural,0
903M20166,2016-05-02T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,903M20166,Urban,33.24022,-117.23564,903,Natural,0
903M20177,2017-05-03T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,903M20177,Agricultural,33.39672,-117.11527,903,Natural,0
903M20208,2017-06-12T07:00:00Z,DO/NC,Engineered,Soft,NA,Soft,NA,Soft,NA,903M20208,Agricultural,33.32691,-117.12282,903,Soft bottom-0 hard sides,1
903M20213,2017-06-12T07:00:00Z,Do/NC,Natural,NA,NA,NA,NA,NA,NA,903M20213,Agricultural,33.30566,-117.13364,903,Natural,0
903M20214,2018-05-18T07:00:00Z,DO/NC/KC,Engineered,Soft,NA,Hard,NA,Hard,NA,903M20214,Urban,33.21936,-117.35881,903,Soft bottom-2 hard sides,3
903M20230,2018-05-08T07:00:00Z,DO/NC/KC,Engineered,Soft,NA,Hard,NA,Hard,NA,903M20230,Urban,33.23967,-117.31776,903,Soft bottom-2 hard sides,3
903M20235,2018-06-12T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,903M20235,Open,33.24759,-116.78551,903,Natural,0
903M20280,2019-07-01T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,903M20280,Urban,33.29662,-117.21939,903,Natural,0
903M20296,2020-06-02T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,903M20296,Agricultural,33.30925,-117.19799,903,Natural,0
903M20312,2020-07-14T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,903M20312,Agricultural,33.26017,-117.21494,903,Natural,0
903M20328,2021-06-08T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,903M20328,Urban,33.27547,-117.22944,903,Natural,0
903M20344,2022-06-09T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,903M20344,Agricultural,33.3077,-117.20511,903,Natural,0
903NP9SLR,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903NP9SLR,Open,33.34992,-116.6649,903,Natural,0
SMC02145,2011-07-19T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,903S02145,Agricultural,33.26934,-117.03146,903,Natural,0
903SLFRCx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903SLFRCx,Open,33.3441,-116.88046,903,Natural,0
903SLGRD2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903SLGRD2,Urban,33.33549,-117.18845,903,Natural,0
903SLKYS3,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903SLKYS3,Agricultural,33.28908,-117.07136,903,Natural,0
903SLSLR3,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903SLSLR3,Open,33.26236,-116.80819,903,Natural,0
903SLSLR6,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903SLSLR6,Urban,33.28792,-117.22339,903,Natural,0
903SLWVR1,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903SLWVR1,Agricultural,33.29391,-117.08732,903,Natural,0
903WE0798,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903WE0798,Open,33.33669,-116.82848,903,Natural,0
903WE0900,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,903WE0900,Open,33.33052,-116.81511,903,Natural,0
904CBAHC6,1950-01-01T08:00:00Z,B. Fetscher,Engineered,Soft,NA,Soft,NA,Soft,NA,904AHC004,Urban,33.14887,-117.29758,904,Soft bottom-0 hard sides,1
904AHCSAx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,dirt bike path along levee,NA,dirt bike path along levee,904AHCSAx,Urban,33.15625,-117.22611,904,Natural,0
904CBBVR4,1950-01-01T08:00:00Z,B. Fetscher,Engineered,Soft,NA,Soft,NA,Soft,NA,904CBBVR4,Urban,33.18147,-117.32893,904,Soft bottom-0 hard sides,1
904CBESC5,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,904CBESC5,Agricultural,33.08559,-117.15037,904,Natural,0
904CBESC6,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,904CBESC6,Open,33.07156,-117.16444,904,Natural,0
904CBESC8,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,904CBESC8,Urban,33.03393,-117.23565,904,Natural,0
904CBSAM5,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,904CBSAM5,Urban,33.08855,-117.24526,904,Natural,0
904M21713,2015-06-26T07:00:00Z,Damon Owen. Melissa Mathis,Engineered,Hard,Soft bottom just upstream,Hard,NA,Hard,NA,904M21713,Urban,33.11944,-117.09511,904,Hard bottom,4
904M21720,2015-06-25T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,904M21720,Urban,33.15678,-117.28243,904,Natural,0
904M21729,2016-06-14T07:00:00Z,B. Isham,Natural,NA,NA,NA,NA,NA,NA,904M21729,Agricultural,33.09835,-117.13358,904,Natural,0
904M21761,2019-06-03T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,904M21761,Urban,33.1082,-117.20794,904,Natural,0
904M21764,2018-04-17T07:00:00Z,B. Isham,Natural,NA,,NA,,NA,,904M21764,Urban,33.2075,-117.28072,904,Natural,0
904M21782,2019-06-11T07:00:00Z,D. Owen,Engineered,Hard,,Hard,,Hard,,904M21782,Urban,33.15476,-117.03441,904,Hard bottom,4
904M21784,2019-06-18T07:00:00Z,D. Owen,Engineered,Hard,,Hard,,Hard,,904M21784,Urban,33.18782,-117.27686,904,Hard bottom,4
904M21793,2021-06-17T07:00:00Z,D.Owen,Natural,NA,,NA,,NA,,904M21793,Agricultural,33.08803,-117.14205,904,Natural,0
904M21797,2022-05-17T07:00:00Z,D.Owen,Natural,NA,,NA,,NA,,904M21797,SMC_out,33.0765,-117.18754,904,Natural,0
SMC00537,2022-06-06T07:00:00Z,D.Owen,Natural,NA,,NA,,NA,,904S00537,Urban,33.05031,-117.22428,904,Natural,0
SMC01814,2010-06-09T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,904S01814,Urban,33.02298,-117.2254,904,Natural,0
904WE1125,2020-07-15T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,904WE1125,Agricultural,33.09896,-117.12876,904,Natural,0
904WE1131,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,904WE1131,Open,33.0682,-117.16872,904,Natural,0
905BCC,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905BCC,Open,33.13086,-116.79575,905,Natural,0
905BCN1xx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905BCN1xx,Open,33.10528,-116.89306,905,Natural,0
905BMCCGx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905BMCCGx,Open,33.12706,-116.80361,905,Natural,0
905CE0512,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905CE0512,Open,33.11137,-116.74386,905,Natural,0
905DGCC1x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905DGCC1x,Open,33.1579419,-116.85173,905,Natural,0
905DGSY1x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905DGSY1x,Open,33.12783,-116.67785,905,Natural,0
905DGUT1x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905DGUT1x,Open,33.17601,-116.85052,905,Natural,0
905KCCSDx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,some riparian but very narrow band,NA,some riparian but very narrow band,905KCCSDx,Urban,33.06756,-117.06606,905,Natural,0
905M21721,2015-06-26T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,905M21721,Urban,33.00843,-117.16525,905,Natural,0
905M21725,2016-05-17T07:00:00Z,B. Isham,Natural,NA,NA,NA,NA,NA,NA,905M21725,Urban,33.01795,-117.17811,905,Natural,0
905M21737,2016-05-17T07:00:00Z,B. Isham,Natural,NA,NA,NA,NA,NA,NA,905M21737,Agricultural,33.00405,-117.15264,905,Natural,0
905M21756,2017-05-04T07:00:00Z,B.Isham,Natural,NA,NA,NA,NA,NA,NA,905M21756,Urban,33.05619,-117.04124,905,Natural,0
905M21789,2020-05-26T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,905M21789,Urban,33.01073,-117.16855,905,Natural,0
905M21791,2020-05-27T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,905M21791,Open,33.12278,-116.78727,905,Natural,0
905PS0026,2020-05-26T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,905PS0026,Open,33.10697,-116.86545,905,Natural,0
905SDBDN9,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905SDBDN9,Open,33.09184,-116.89774,905,Natural,0
905SDGVC2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905SDGVC2,Urban,33.04335,-117.07563,905,Natural,0
905SDISS2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905SDISS2,Open,33.13428,-116.5971,905,Natural,0
905SDYSA7,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905SDYSA7,Open,33.08603,-116.91668,905,Natural,0
905WE0679,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,905WE0679,Open,33.13163,-116.6544,905,Natural,0
905WE1018,2015-06-08T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,905WE1018,Open,33.12423,-116.68157,905,Natural,0
906CCECRx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,some riparian but very narrow band,NA,some riparian but very narrow band,906CCECRx,Urban,32.96208,-117.09339,906,Natural,0
906LPLPC6,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,906LPLPC6,Urban,32.9072,-117.23055,906,Natural,0
906LPRSC4,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,906LPRSC4,Urban,32.83703,-117.23178,906,Natural,0
906M21738,2017-05-19T07:00:00Z,B.Isham,Natural,NA,NA,NA,NA,NA,NA,906M21738,Urban,32.92288,-117.18625,906,Natural,0
906M21754,2018-04-10T07:00:00Z,B. Isham,Natural,NA,,NA,,NA,,906M21754,Urban,32.95499,-117.17263,906,Natural,0
906M21758,2017-05-11T07:00:00Z,B.Isham,Natural,NA,NA,NA,NA,NA,NA,906M21758,Urban,32.94264,-117.10754,906,Natural,0
906M21770,2018-05-29T07:00:00Z,B. Isham,Engineered,Hard,lot of cobble/gravel/sand deposition,Hard,,Hard,,906M21770,Urban,32.90376,-117.22665,906,Hard bottom,4
906M21774,2019-05-07T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,906M21774,Urban,32.93392,-117.05882,906,Natural,0
906M21790,2020-05-11T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,906M21790,SMC_out,32.94797,-117.19987,906,Natural,0
906M23302,2015-06-23T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,906M23302,Urban,32.81736,-117.19986,906,Natural,0
906M23318,2015-04-28T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,906M23318,Urban,32.8249,-117.23035,906,Natural,0
906M23361,2019-04-29T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,906M23361,Urban,32.84373,-117.21115,906,Natural,0
906M23380,2019-06-04T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,906M23380,Urban,32.78855,-117.18675,906,Natural,0
906M23430,2022-04-20T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,906M23430,Urban,32.82897,-117.23075,906,Natural,0
SMC02902,2011-08-02T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,906S02902,Urban,32.94907,-117.06443,906,Natural,0
907BCT,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907BCT,Open,32.96654,-116.65211,907,Natural,0
907CCCR02,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907CCCR02,Open,33.00222,-116.70889,907,Natural,0
907CONECR,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907CONECR,Open,32.89028,-116.76306,907,Natural,0
907FC0001,2021-06-10T07:00:00Z,Damon Owen,Engineered,Soft,,Soft,,Soft,,907FC0001,Urban,32.83816,-116.99652,907,Soft bottom-0 hard sides,1
907M23325,2015-04-28T07:00:00Z,Damon Owen. Melissa Mathis,Engineered,Hard,NA,Hard,NA,Hard,NA,907M23325,Urban,32.80233,-116.97166,907,Hard bottom,4
907M23327,2016-06-08T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,907M23327,Urban,32.8378,-116.78974,907,Natural,0
907M23330,2016-06-09T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,907M23330,Open,33.00358,-116.70228,907,Natural,0
907M23331,2016-06-06T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,907M23331,Urban,32.84058,-116.90771,907,Natural,0
907M23342,2017-06-13T07:00:00Z,DO,Natural,NA,NA,NA,NA,NA,NA,907M23342,Open,32.99095,-116.59072,907,Natural,0
907M23343,2017-06-27T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,907M23343,Urban,32.83203,-116.77732,907,Natural,0
907M23346,2017-06-15T07:00:00Z,DO/NC,Natural,NA,NA,NA,NA,NA,NA,907M23346,Open,33.00467,-116.68435,907,Natural,0
907M23348,2016-06-17T07:00:00Z,B. Isham,Engineered,Hard,somewhat swaled to confine low flow to center of channel,Hard,some grass poking through seams,Hard,some grass,907M23348,Urban,32.7862,-117.11484,907,Hard bottom,4
907M23349,2018-05-09T07:00:00Z,DO/NC/KC,Natural,NA,NA,NA,NA,NA,NA,907M23349,Urban,32.82495,-117.09258,907,Natural,0
907M23362,2017-05-19T07:00:00Z,B.Isham,Natural,NA,NA,NA,NA,NA,NA,907M23362,Open,32.9918,-116.71432,907,Natural,0
907M23367,2018-05-29T07:00:00Z,DO/NC/KC,Natural,NA,NA,NA,NA,NA,NA,907M23367,Open,32.96335,-116.66364,907,Natural,0
907M23373,2018-05-17T07:00:00Z,B. Isham,Natural,NA,,NA,,NA,,907M23373,Urban,32.83791,-117.01763,907,Natural,0
907M23379,2018-05-30T07:00:00Z,DO/NC/KC,Engineered,Hard,NA,Hard,NA,Hard,NA,907M23379,Urban,32.80322,-116.92425,907,Hard bottom,4
907M23385,2019-06-25T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,907M23385,Urban,32.81067,-117.07466,907,Natural,0
907M23401,2019-06-13T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,907M23401,Open,32.83431,-117.04648,907,Natural,0
907M23402,2020-05-27T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,907M23402,Open,32.90288,-116.63939,907,Natural,0
907M23405,2019-05-20T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,907M23405,Urban,32.86217,-117.00823,907,Natural,0
907M23408,2020-06-25T07:00:00Z,D. Owen,Natural,NA,,NA,,NA,,907M23408,Urban,32.76768,-117.16044,907,Natural,0
907M23412,2020-06-04T07:00:00Z,D. Owen,Engineered,Hard,,Hard,,Hard,,907M23412,Urban,32.79492,-117.11327,907,Hard bottom,4
907M23413,2020-05-15T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,907M23413,Urban,32.83025,-117.10661,907,Natural,0
907M23428,2021-06-23T07:00:00Z,Damon Owen,Engineered,Hard,,Hard,,Hard,,907M23428,SMC_out,32.78739,-116.96743,907,Hard bottom,4
SMC00577,2022-05-31T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,907S00577,Open,33.07673,-116.67502,907,Natural,0
SMC01418,2022-06-01T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,907S01418,Open,32.99254,-116.71771,907,Natural,0
SMC11430,2012-07-12T07:00:00Z,Damon Owen,Engineered,Soft,NA,Hard,NA,Hard,NA,907S11430,Urban,32.84837,-116.86004,907,Soft bottom-2 hard sides,3
907SDALV3,2015-11-13T08:00:00Z,Raphael Mazor,Natural,NA,NA,NA,NA,NA,NA,907SDALV3,Urban,32.78309,-117.07478,907,Natural,0
907SDBOC2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907SDBOC2,Open,32.96353,-116.66406,907,Natural,0
907SDCHC3,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907SDCHC3,Open,32.84722,-116.80694,907,Natural,0
907SDFRC2,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907SDFRC2,Urban,32.83945,-117.00107,907,Natural,0
907SDR1xx,2015-11-13T08:00:00Z,Raphael Mazor,Natural,NA,NA,NA,NA,NA,NA,907SDR1xx,Urban,32.76497,-117.19136,907,Natural,0
907SDRMTx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907SDRMTx,Urban,32.81858,-117.06531,907,Natural,0
907SDRS2x,2015-11-13T08:00:00Z,Raphael Mazor,Engineered,Soft,NA,Soft,NA,Soft,NA,907SDRS2x,Urban,32.77222,-117.14194,907,Soft bottom-0 hard sides,1
907SDSDR9,2015-11-13T08:00:00Z,Raphael Mazor,Natural,NA,NA,NA,NA,NA,NA,907SDSDR9,Open,32.83894,-117.04535,907,Natural,0
907SDSVC3,2022-05-18T07:00:00Z,Damon Owen,Natural,NA,,NA,,NA,,907SDSVC3,Open,32.99637,-116.8441,907,Natural,0
907SRSD1x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907SRSD1x,Open,33.10878,-116.65758,907,Natural,0
907SSDR11,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,907SSDR11,Urban,32.82119,-117.0627,907,Natural,0
908CCTNFA,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,908CCTNFA,Urban,32.7273,-117.06977,908,Natural,0
908M24952,2019-05-28T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,908M24952,Urban,32.72548,-117.07251,908,Natural,0
909CCCSPx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909CCCSPx,Open,32.94003,-116.56444,909,Natural,0
909JPCH79,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909JPCH79,Open,32.91849,-116.57176,909,Natural,0
909JQCASR,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909JQCASR,Open,32.91468,-116.56562,909,Natural,0
909M24923,2015-05-07T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,909M24923,SMC_out,32.63919,-116.9887,909,Natural,0
909M24925,2016-05-10T07:00:00Z,B. Isham,Natural,NA,NA,NA,NA,NA,NA,909M24925,Open,32.83848,-116.63814,909,Natural,0
909M24937,2016-06-22T07:00:00Z,B. Isham,Natural,NA,NA,NA,NA,NA,NA,909M24937,Open,32.81935,-116.70775,909,Natural,0
909M24951,2019-04-30T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,909M24951,Open,32.77066,-116.81351,909,Natural,0
909M24953,2019-04-30T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,909M24953,Open,32.80613,-116.79967,909,Natural,0
909M24955,2018-04-11T07:00:00Z,B. Isham,Natural,NA,,NA,,NA,,909M24955,Agricultural,32.66652,-116.99547,909,Natural,0
909M24969,2020-06-16T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,909M24969,Open,32.92468,-116.55887,909,Natural,0
SMC00282,2009-06-09T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,909S00282,Open,32.8718,-116.61357,909,Natural,0
SMC14218,2012-07-11T07:00:00Z,Damon Owen,Natural,NA,NA,NA,NA,NA,NA,909S14218,Urban,32.82998,-116.73603,909,Natural,0
909SHAR02,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909SHAR02,Agricultural,32.81028,-116.84278,909,Natural,0
909SSWR01,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909SSWR01,Open,32.90942,-116.57633,909,Natural,0
909SSWR03,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909SSWR03,Open,32.83521,-116.62203,909,Natural,0
909SSWR08,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909SSWR08,Urban,32.65897,-117.04181,909,Natural,0
909SSWR1a,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909SSWR1a,Open,32.90942,-116.57633,909,Natural,0
909SWR94x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,909SWR94x,Open,32.73331,-116.93861,909,Natural,0
909WE0662,2020-06-16T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,909WE0662,Open,32.89957,-116.58789,909,Natural,0
909WE0780,2022-05-04T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,909WE0780,Open,32.92981,-116.55901,909,Natural,0
909WE1014,2022-04-28T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,909WE1014,Urban,32.83213,-116.7265,909,Natural,0
910DZRA03,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,910DZRA03,Open,32.65325,-116.79171,910,Natural,0
910M24924,2017-05-05T07:00:00Z,B.Isham,Natural,NA,NA,NA,NA,NA,NA,910M24924,Urban,32.5915,-117.07624,910,Natural,0
910M24970,2020-05-11T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,910M24970,Open,32.65106,-116.78722,910,Natural,0
910M24979,2021-04-22T07:00:00Z,B. Isham,Natural,Soft,,NA,,NA,,910M24979,Open,32.59945,-116.93745,910,Natural,0
910OTJMC4,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,910OTJMC4,Open,32.63747,-116.88405,910,Natural,0
910OTJMC5,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,910OTJMC5,Open,32.63361,-116.88603,910,Natural,0
911CCH80x,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911CCH80x,Open,32.78803,-116.49761,911,Natural,0
911COPPER,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911COPPER,Open,32.5616,-116.8291,911,Natural,0
911KCKCRx,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911KCKCRX,Open,32.78745,-116.451,911,Natural,0
911LAP,1950-01-01T08:00:00Z,B. Fetscher,Natural,NA,NA,NA,NA,NA,NA,911LAP,Open,32.70021,-116.48152,911,Natural,0
911M24913,2015-04-23T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,911M24913,Open,32.59027,-116.51532,911,Natural,0
911M24916,2015-04-23T07:00:00Z,Damon Owen. Melissa Mathis,Natural,NA,NA,NA,NA,NA,NA,911M24916,Open,32.54938,-116.99128,911,Natural,0
